id,dialog_name,tab_name,group_box,control_name,control_type,breadcrumb_path,launch_command,automation_id,registry_key,synonyms,description,source,windows_versions_confirmed,last_verified
personalization.text-input.keyboard-device,Personalization,Text input,Related settings,Keyboard device,Hyperlink,Personalization > Text input > Related settings > Keyboard device,ms-settings:keyboard,,,keyboard hardware|character repeat|hotkeys|physical keyboard,Opens keyboard device settings for character repeat and hotkeys.,Vision,,2026-06-22
personalization.text-input.typing-settings,Personalization,Text input,Related settings,Typing settings,Hyperlink,Personalization > Text input > Related settings > Typing settings,ms-settings:typing,,,spelling|autocorrect|text suggestions|hardware keyboard settings,"Opens typing settings for spelling, touch keyboard, and hardware keyboard options.",Vision,,2026-06-22
personalization.lock-screen.personalize-lock-screen,Personalization,Lock screen,,Personalize your lock screen,ComboBox,Personalization > Lock screen > Personalize your lock screen,ms-settings:personalization-lockscreen,,,lock screen wallpaper|lock screen background|lock screen picture|lock screen slideshow,"Chooses the lock screen background type: picture, slideshow, or Windows spotlight.",Vision,,2026-06-22
personalization.lock-screen.choose-photo,Personalization,Lock screen,,Choose a photo,Button,Personalization > Lock screen > Choose a photo,ms-settings:personalization-lockscreen,,,browse photos lock screen|lock screen image|select lock photo,Opens a file browser to select a custom photo for the lock screen.,Vision,,2026-06-22
personalization.lock-screen.fun-facts-tips,Personalization,Lock screen,,"Get fun facts, tips, tricks, and more on your lock screen",CheckBox,"Personalization > Lock screen > Get fun facts, tips, tricks, and more on your lock screen",ms-settings:personalization-lockscreen,,,windows spotlight|lock screen facts|lock screen tips|spotlight info,"Shows fun facts, tips, and tricks on the lock screen when using Windows spotlight.",Vision,,2026-06-22
personalization.lock-screen.show-background-signin,Personalization,Lock screen,,Show the lock screen background picture on the sign-in screen,Toggle,Personalization > Lock screen > Show the lock screen background picture on the sign-in screen,ms-settings:personalization-lockscreen,,,sign in background|login screen wallpaper|lock screen on login,Shows the lock screen background picture on the sign-in screen.,Vision,,2026-06-22
personalization.lock-screen.widgets,Personalization,Lock screen,,Widgets,Toggle,Personalization > Lock screen > Widgets,ms-settings:personalization-lockscreen,,,lock screen widgets|widget panel|lock screen info|weather calendar,Manages the widgets displayed on the lock screen.,Vision,,2026-06-22
personalization.lock-screen.suggest-widgets,Personalization,Lock screen,,Suggest widgets for your lock screen,Toggle,Personalization > Lock screen > Suggest widgets for your lock screen,ms-settings:personalization-lockscreen,,,widget suggestions|recommended widgets|lock screen recommendations,Suggests widgets to add to the lock screen.,Vision,,2026-06-22
personalization.dynamic-lighting.use-dynamic-lighting,Personalization,Dynamic Lighting,,Use Dynamic Lighting on my devices,Toggle,Personalization > Dynamic Lighting > Use Dynamic Lighting on my devices,ms-settings:personalization-dynamiclighting,,,rgb lighting|device lighting|led control|hardware lighting,Enables or disables Dynamic Lighting control on compatible devices.,Vision,,2026-06-22
personalization.dynamic-lighting.foreground-apps-control,Personalization,Dynamic Lighting,,Compatible apps in the foreground always control lighting,Toggle,Personalization > Dynamic Lighting > Compatible apps in the foreground always control lighting,ms-settings:personalization-dynamiclighting,,,app lighting control|foreground app lighting|game lighting|app rgb,Allows foreground apps to always control Dynamic Lighting on compatible devices.,Vision,,2026-06-22
personalization.dynamic-lighting.background-light-control,Personalization,Dynamic Lighting,,Background light control,Hyperlink,Personalization > Dynamic Lighting > Background light control,ms-settings:personalization-dynamiclighting,,,background lighting|idle lighting|default lighting|app order lighting,Configures which app controls lighting when no app or game is in use.,Vision,,2026-06-22
personalization.dynamic-lighting.background-controller,Personalization,Dynamic Lighting,Background light control,Dynamic Lighting Background Controller,Hyperlink,Personalization > Dynamic Lighting > Background light control > Dynamic Lighting Background Controller,ms-settings:personalization-dynamiclighting,,,default controller|background app|lighting controller app,Sets the default app that controls lighting when no foreground app is active.,Vision,,2026-06-22
personalization.dynamic-lighting.brightness,Personalization,Dynamic Lighting,,Brightness,Slider,Personalization > Dynamic Lighting > Brightness,ms-settings:personalization-dynamiclighting,,,light brightness|led brightness|rgb brightness|light intensity,Adjusts the brightness of Dynamic Lighting on compatible devices.,Vision,,2026-06-22
personalization.dynamic-lighting.effects,Personalization,Dynamic Lighting,,Effects,ComboBox,Personalization > Dynamic Lighting > Effects,ms-settings:personalization-dynamiclighting,,,lighting effects|rgb effects|color themes|lighting patterns,Chooses color themes and effects for Dynamic Lighting.,Vision,,2026-06-22
personalization.dynamic-lighting.match-accent-color,Personalization,Dynamic Lighting,,Match my Windows accent color,Toggle,Personalization > Dynamic Lighting > Match my Windows accent color,ms-settings:personalization-dynamiclighting,,,accent color lighting|windows color sync|theme color rgb|match theme,Matches Dynamic Lighting colors to the Windows accent color.,Vision,,2026-06-22
personalization.dynamic-lighting.solid-color,Personalization,Dynamic Lighting,,Solid color,ColorPicker,Personalization > Dynamic Lighting > Solid color,ms-settings:personalization-dynamiclighting,,,choose color|rgb color picker|custom color|lighting color,Selects a solid color for Dynamic Lighting.,Vision,,2026-06-22
personalization.themes.current-theme,Personalization,Themes,,Current theme,ComboBox,Personalization > Themes > Current theme,ms-settings:themes,,,select theme|apply theme|desktop theme|windows theme,"Chooses a combination of wallpapers, sounds, and colors for the desktop.",Vision,,2026-06-22
personalization.themes.background,Personalization,Themes,,Background,Hyperlink,Personalization > Themes > Background,ms-settings:personalization-background,,,theme wallpaper|theme background|desktop image,Opens background settings for the current theme.,Vision,,2026-06-22
personalization.themes.color,Personalization,Themes,,Color,Hyperlink,Personalization > Themes > Color,ms-settings:colors,,,theme color|accent color|windows color,Opens color settings for the current theme.,Vision,,2026-06-22
personalization.themes.sounds,Personalization,Themes,,Sounds,Hyperlink,Personalization > Themes > Sounds,ms-settings:sounds,,,theme sounds|sound scheme|windows sounds|audio theme,Opens sound settings for the current theme.,Vision,,2026-06-22
personalization.themes.mouse-cursor,Personalization,Themes,,Mouse cursor,Hyperlink,Personalization > Themes > Mouse cursor,ms-settings:mousetouchpad,,,cursor theme|pointer theme|mouse pointer style|cursor scheme,Opens mouse cursor settings for the current theme.,Vision,,2026-06-22
personalization.themes.save,Personalization,Themes,,Save,Button,Personalization > Themes > Save,ms-settings:themes,,,save theme|custom theme save|theme export,"Saves the current combination of background, color, sounds, and cursor as a custom theme.",Vision,,2026-06-22
personalization.themes.get-more-themes,Personalization,Themes,,Get more themes from the Microsoft Store,Button,Personalization > Themes > Get more themes from the Microsoft Store,ms-settings:themes,,,browse themes|download themes|microsoft store themes|new themes,Opens the Microsoft Store to browse and download additional themes.,Vision,,2026-06-22
personalization.themes.desktop-icon-settings,Personalization,Themes,Related settings,Desktop icon settings,Hyperlink,Personalization > Themes > Related settings > Desktop icon settings,ms-settings:themes,,,desktop icons|show icons|recycle bin desktop|computer icon,"Opens settings to show or hide desktop icons such as Computer, Recycle Bin, and Network.",Vision,,2026-06-22
personalization.themes.contrast-themes,Personalization,Themes,Related settings,Contrast themes,Hyperlink,Personalization > Themes > Related settings > Contrast themes,ms-settings:themes,,,high contrast|accessibility themes|low vision|light sensitivity,Opens contrast theme settings for low vision and light sensitivity.,Vision,,2026-06-22
personalization.themes.help-with-themes,Personalization,Themes,Related support,Help with Themes,Hyperlink,Personalization > Themes > Related support > Help with Themes,ms-settings:themes,,,theme help|theme support|theme troubleshooting,Provides support links and resources for theme settings.,Vision,,2026-06-22
personalization.colors.choose-your-mode,Personalization,Colors,,Choose your mode,ComboBox,Personalization > Colors > Choose your mode,ms-settings:colors,,,dark mode|light mode|windows mode|app mode|theme mode,Changes the color mode that appears in Windows and apps (Light or Dark).,Vision,,2026-06-22
personalization.colors.transparency-effects,Personalization,Colors,,Transparency effects,Toggle,Personalization > Colors > Transparency effects,ms-settings:colors,,,translucent|transparent|glass effect|aero|blur background,Makes Windows and surfaces appear translucent with transparency effects.,Vision,,2026-06-22
personalization.colors.accent-color,Personalization,Colors,,Accent color,ComboBox,Personalization > Colors > Accent color,ms-settings:colors,,,windows color|theme color|highlight color|system color,Chooses the accent color for Windows interface elements.,Vision,,2026-06-22
personalization.colors.custom-colors,Personalization,Colors,,Custom colors,Button,Personalization > Colors > Custom colors,ms-settings:colors,,,custom accent|pick color|color picker|custom windows color,Opens a color picker to choose a custom accent color.,Vision,,2026-06-22
